Position_x,Position_y,value
0.675,0.55,1.5
0.7,0.55,1.5
0.725,0.55,1.5
0.75,0.55,1.5
0.775,0.55,1.5
0.8,0.55,-0.5
0.825,0.55,-0.5
0.85,0.55,-0.5
0.875,0.55,-0.5
0.9,0.55,-0.5
0.925,0.55,-0.5
0.95,0.55,-0.5
0.975,0.55,-0.5
1,0.55,-0.5
0,0.525,1.5
0.025,0.525,1.5
0.05,0.525,1.5
0.075,0.525,1.5
0.1,0.525,1.5
0.125,0.525,1.5
0.15,0.525,1.5
0.175,0.525,1.5
0.2,0.525,1.5
0.225,0.525,1.5
0.25,0.525,1.5
0.275,0.525,1.5
0.3,0.525,1.5
0.325,0.525,1.5
0.35,0.525,1.5
0.375,0.525,1.5
0.4,0.525,1.5
0.425,0.525,1.5
0.45,0.525,1.5
0.475,0.525,1.5
0.5,0.525,1.5
0.525,0.525,1.5
0.55,0.525,1.5
0.575,0.525,1.5
0.6,0.525,1.5
0.625,0.525,1.5
0.65,0.525,1.5
0.675,0.525,1.5
0.7,0.525,1.5
0.725,0.525,1.5
0.75,0.525,1.5
0.775,0.525,-0.5
0.8,0.525,-0.5
0.825,0.525,-0.5
0.85,0.525,-0.5
0.875,0.525,-0.5
0.9,0.525,-0.5
0.925,0.525,-0.5
0.95,0.525,-0.5
0.975,0.525,-0.5
1,0.525,-0.5
0,0.5,1.5
0.025,0.5,1.5
0.05,0.5,1.5
0.075,0.5,1.5
0.1,0.5,1.5
0.125,0.5,1.5
0.15,0.5,1.5
0.175,0.5,1.5
0.2,0.5,1.5
0.225,0.5,1.5
0.25,0.5,1.5
0.275,0.5,1.5
0.3,0.5,1.5
0.325,0.5,1.5
0.35,0.5,1.5
0.375,0.5,1.5
0.4,0.5,1.5
0.425,0.5,1.5
0.45,0.5,1.5
0.475,0.5,1.5
0.5,0.5,1.5
0.525,0.5,1.5
0.55,0.5,1.5
0.575,0.5,1.5
0.6,0.5,1.5
0.625,0.5,1.5
0.65,0.5,1.5
0.675,0.5,1.5
0.7,0.5,1.5
0.725,0.5,1.5
0.75,0.5,1.5
0.775,0.5,-0.5
0.8,0.5,-0.5
0.825,0.5,-0.5
0.85,0.5,-0.5
0.875,0.5,-0.5
0.9,0.5,-0.5
0.925,0.5,-0.5
0.95,0.5,-0.5
0.975,0.5,-0.5
1,0.5,-0.5
0,0.475,1.5
0.025,0.475,1.5
0.05,0.475,1.5
0.075,0.475,1.5
0.1,0.475,1.5
0.125,0.475,1.5
0.15,0.475,1.5
0.175,0.475,1.5
0.2,0.475,1.5
0.225,0.475,1.5
0.25,0.475,1.5
0.275,0.475,1.5
0.3,0.475,1.5
0.325,0.475,1.5
0.35,0.475,1.5
0.375,0.475,1.5
0.4,0.475,1.5
0.425,0.475,1.5
0.45,0.475,1.5
0.475,0.475,1.5
0.5,0.475,1.5
0.525,0.475,1.5
0.55,0.475,1.5
0.575,0.475,1.5
0.6,0.475,1.5
0.625,0.475,1.5
0.65,0.475,1.5
0.675,0.475,1.5
0.7,0.475,1.5
0.725,0.475,1
0.75,0.475,0
0.775,0.475,-0.5
